sim_id,condition,day,turn,role,action,food,price,unit_price,conflict_score,nbs_distance,buyer_money,buyer_food,seller_money,seller_food
1,A_Baseline,1,1,買い手,propose,400,200000,500.0,0.0,,1000000,200,0,1600
1,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
1,A_Baseline,1,3,買い手,propose,334,317300,950.0,0.0,,1000000,200,0,1600
1,A_Baseline,1,4,売り手,propose,300,352500,1175.0,0.0,,1000000,200,0,1600
1,A_Baseline,1,5,買い手,accept,300,352500,1175.0,0.0,0.12543327686241973,647500,500,352500,1300
1,A_Baseline,2,1,買い手,propose,375,281250,750.0,0.0,,647500,200,352500,1200
1,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,647500,200,352500,1200
1,A_Baseline,2,3,買い手,propose,321,345075,1075.0,0.0,,647500,200,352500,1200
1,A_Baseline,2,4,売り手,propose,294,363825,1237.5,0.0,,647500,200,352500,1200
1,A_Baseline,2,5,買い手,propose,308,356110,1156.2,0.0,,647500,200,352500,1200
1,A_Baseline,2,6,売り手,accept,308,356110,1156.2,0.0,0.09969620660341649,291390,508,708610,892
1,A_Baseline,3,1,買い手,propose,375,281250,750.0,0.0,,291390,208,708610,792
1,A_Baseline,3,2,売り手,propose,200,360000,1800.0,0.0,,291390,208,708610,792
1,A_Baseline,3,3,買い手,propose,375,281250,750.0,0.0,,291390,208,708610,792
1,A_Baseline,3,4,売り手,propose,288,367200,1275.0,0.0,,291390,208,708610,792
1,A_Baseline,3,5,買い手,propose,375,281250,750.0,0.0,,291390,208,708610,792
1,A_Baseline,3,6,売り手,propose,288,401760,1395.0,0.0,,291390,208,708610,792
2,A_Baseline,1,1,買い手,propose,375,281250,750.0,0.0,,1000000,200,0,1600
2,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
2,A_Baseline,1,3,買い手,propose,321,345075,1075.0,0.0,,1000000,200,0,1600
2,A_Baseline,1,4,売り手,propose,294,363825,1237.5,0.0,,1000000,200,0,1600
2,A_Baseline,1,5,買い手,propose,308,356110,1156.2,0.0,,1000000,200,0,1600
2,A_Baseline,1,6,売り手,accept,308,356110,1156.2,0.0,0.09969620660341649,643890,508,356110,1292
2,A_Baseline,2,1,買い手,propose,400,200000,500.0,0.0,,643890,208,356110,1192
2,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,643890,208,356110,1192
2,A_Baseline,2,3,買い手,propose,334,317300,950.0,0.0,,643890,208,356110,1192
2,A_Baseline,2,4,売り手,propose,300,352500,1175.0,0.0,,643890,208,356110,1192
2,A_Baseline,2,5,買い手,propose,317,336812,1062.5,0.0,,643890,208,356110,1192
2,A_Baseline,2,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,307078,525,692922,875
2,A_Baseline,3,1,買い手,propose,375,281250,750.0,0.0,,307078,225,692922,775
2,A_Baseline,3,2,売り手,propose,200,360000,1800.0,0.0,,307078,225,692922,775
2,A_Baseline,3,3,買い手,propose,375,281250,750.0,0.0,,307078,225,692922,775
2,A_Baseline,3,4,売り手,propose,333,333000,1000.0,0.0,,307078,225,692922,775
2,A_Baseline,3,5,買い手,propose,375,281250,750.0,0.0,,307078,225,692922,775
2,A_Baseline,3,6,売り手,accept,375,281250,750.0,0.0,0.4601479230759508,25828,600,974172,400
2,A_Baseline,4,1,買い手,propose,400,200000,500.0,0.0,,25828,300,974172,300
2,A_Baseline,4,2,売り手,propose,200,360000,1800.0,0.0,,25828,300,974172,300
2,A_Baseline,4,3,買い手,propose,400,200000,500.0,0.0,,25828,300,974172,300
2,A_Baseline,4,4,売り手,propose,200,360000,1800.0,0.0,,25828,300,974172,300
2,A_Baseline,4,5,買い手,propose,275,481250,1750.0,0.0,,25828,300,974172,300
2,A_Baseline,4,6,売り手,accept,275,481250,1750.0,0.0,0.49504489134263824,-455422,575,1455422,25
3,A_Baseline,1,1,買い手,propose,400,200000,500.0,0.0,,1000000,200,0,1600
3,A_Baseline,1,2,売り手,propose,200,360000,1800.0,0.0,,1000000,200,0,1600
3,A_Baseline,1,3,買い手,accept,200,360000,1800.0,0.0,0.7071067811865476,640000,400,360000,1400
3,A_Baseline,2,1,買い手,propose,375,281250,750.0,0.0,,640000,100,360000,1300
3,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,640000,100,360000,1300
3,A_Baseline,2,3,買い手,propose,321,345075,1075.0,0.0,,640000,100,360000,1300
3,A_Baseline,2,4,売り手,propose,294,363825,1237.5,0.0,,640000,100,360000,1300
3,A_Baseline,2,5,買い手,propose,308,356110,1156.2,0.0,,640000,100,360000,1300
3,A_Baseline,2,6,売り手,accept,308,356110,1156.2,0.0,0.09969620660341649,283890,408,716110,992
3,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,283890,108,716110,892
3,A_Baseline,3,2,売り手,propose,267,373800,1400.0,0.0,,283890,108,716110,892
3,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,283890,108,716110,892
3,A_Baseline,3,4,売り手,propose,333,333000,1000.0,0.0,,283890,108,716110,892
3,A_Baseline,3,5,買い手,propose,366,274500,750.0,0.0,,283890,108,716110,892
3,A_Baseline,3,6,売り手,accept,366,274500,750.0,0.0,0.424579039886699,9390,474,990610,526
3,A_Baseline,4,1,買い手,propose,400,200000,500.0,0.0,,9390,174,990610,426
3,A_Baseline,4,2,売り手,propose,200,360000,1800.0,0.0,,9390,174,990610,426
3,A_Baseline,4,3,買い手,propose,300,345000,1150.0,0.0,,9390,174,990610,426
3,A_Baseline,4,4,売り手,propose,200,360000,1800.0,0.0,,9390,174,990610,426
4,A_Baseline,1,1,買い手,propose,400,200000,500.0,0.0,,1000000,200,0,1600
4,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
4,A_Baseline,1,3,買い手,propose,334,317300,950.0,0.0,,1000000,200,0,1600
4,A_Baseline,1,4,売り手,propose,300,352500,1175.0,0.0,,1000000,200,0,1600
4,A_Baseline,1,5,買い手,propose,317,336812,1062.5,0.0,,1000000,200,0,1600
4,A_Baseline,1,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,663188,517,336812,1283
4,A_Baseline,2,1,買い手,propose,400,200000,500.0,0.0,,663188,217,336812,1183
4,A_Baseline,2,2,売り手,propose,200,360000,1800.0,0.0,,663188,217,336812,1183
4,A_Baseline,2,3,買い手,accept,200,360000,1800.0,0.0,0.7071067811865476,303188,417,696812,983
4,A_Baseline,3,1,買い手,propose,375,281250,750.0,0.0,,303188,117,696812,883
4,A_Baseline,3,2,売り手,propose,267,373800,1400.0,0.0,,303188,117,696812,883
4,A_Baseline,3,3,買い手,propose,375,281250,750.0,0.0,,303188,117,696812,883
4,A_Baseline,3,4,売り手,propose,267,373800,1400.0,0.0,,303188,117,696812,883
4,A_Baseline,3,5,買い手,propose,375,281250,750.0,0.0,,303188,117,696812,883
4,A_Baseline,3,6,売り手,accept,375,281250,750.0,0.0,0.4601479230759508,21938,492,978062,508
4,A_Baseline,4,1,買い手,propose,400,200000,500.0,0.0,,21938,192,978062,408
4,A_Baseline,4,2,売り手,propose,200,360000,1800.0,0.0,,21938,192,978062,408
4,A_Baseline,4,3,買い手,propose,400,200000,500.0,0.0,,21938,192,978062,408
4,A_Baseline,4,4,売り手,propose,200,360000,1800.0,0.0,,21938,192,978062,408
5,A_Baseline,1,1,買い手,propose,375,281250,750.0,0.0,,1000000,200,0,1600
5,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
5,A_Baseline,1,3,買い手,propose,321,345075,1075.0,0.0,,1000000,200,0,1600
5,A_Baseline,1,4,売り手,propose,294,363825,1237.5,0.0,,1000000,200,0,1600
5,A_Baseline,1,5,買い手,propose,308,356110,1156.2,0.0,,1000000,200,0,1600
5,A_Baseline,1,6,売り手,accept,308,356110,1156.2,0.0,0.09969620660341649,643890,508,356110,1292
5,A_Baseline,2,1,買い手,propose,375,281250,750.0,0.0,,643890,208,356110,1192
5,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,643890,208,356110,1192
5,A_Baseline,2,3,買い手,propose,321,345075,1075.0,0.0,,643890,208,356110,1192
5,A_Baseline,2,4,売り手,propose,294,363825,1237.5,0.0,,643890,208,356110,1192
5,A_Baseline,2,5,買い手,propose,308,356110,1156.2,0.0,,643890,208,356110,1192
5,A_Baseline,2,6,売り手,accept,308,356110,1156.2,0.0,0.09969620660341649,287780,516,712220,884
5,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,287780,216,712220,784
5,A_Baseline,3,2,売り手,propose,200,360000,1800.0,0.0,,287780,216,712220,784
5,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,287780,216,712220,784
5,A_Baseline,3,4,売り手,propose,200,360000,1800.0,0.0,,287780,216,712220,784
5,A_Baseline,3,5,買い手,propose,400,200000,500.0,0.0,,287780,216,712220,784
5,A_Baseline,3,6,売り手,propose,200,360000,1800.0,0.0,,287780,216,712220,784
6,A_Baseline,1,1,買い手,propose,375,281250,750.0,0.0,,1000000,200,0,1600
6,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
6,A_Baseline,1,3,買い手,propose,321,345075,1075.0,0.0,,1000000,200,0,1600
6,A_Baseline,1,4,売り手,propose,294,363825,1237.5,0.0,,1000000,200,0,1600
6,A_Baseline,1,5,買い手,accept,294,363825,1237.5,0.0,0.16863743673764864,636175,494,363825,1306
6,A_Baseline,2,1,買い手,propose,375,281250,750.0,0.0,,636175,194,363825,1206
6,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,636175,194,363825,1206
6,A_Baseline,2,3,買い手,propose,321,345075,1075.0,0.0,,636175,194,363825,1206
6,A_Baseline,2,4,売り手,propose,294,363825,1237.5,0.0,,636175,194,363825,1206
6,A_Baseline,2,5,買い手,propose,308,356110,1156.2,0.0,,636175,194,363825,1206
6,A_Baseline,2,6,売り手,accept,308,356110,1156.2,0.0,0.09969620660341649,280065,502,719935,898
6,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,280065,202,719935,798
6,A_Baseline,3,2,売り手,propose,267,373800,1400.0,0.0,,280065,202,719935,798
6,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,280065,202,719935,798
6,A_Baseline,3,4,売り手,propose,267,373800,1400.0,0.0,,280065,202,719935,798
6,A_Baseline,3,5,買い手,propose,400,200000,500.0,0.0,,280065,202,719935,798
6,A_Baseline,3,6,売り手,propose,400,240000,600.0,0.0,,280065,202,719935,798
7,A_Baseline,1,1,買い手,propose,375,281250,750.0,0.0,,1000000,200,0,1600
7,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
7,A_Baseline,1,3,買い手,propose,321,345075,1075.0,0.0,,1000000,200,0,1600
7,A_Baseline,1,4,売り手,propose,294,363825,1237.5,0.0,,1000000,200,0,1600
7,A_Baseline,1,5,買い手,accept,294,363825,1237.5,0.0,0.16863743673764864,636175,494,363825,1306
7,A_Baseline,2,1,買い手,propose,375,281250,750.0,0.0,,636175,194,363825,1206
7,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,636175,194,363825,1206
7,A_Baseline,2,3,買い手,propose,321,345075,1075.0,0.0,,636175,194,363825,1206
7,A_Baseline,2,4,売り手,propose,294,363825,1237.5,0.0,,636175,194,363825,1206
7,A_Baseline,2,5,買い手,propose,308,356110,1156.2,0.0,,636175,194,363825,1206
7,A_Baseline,2,6,売り手,accept,308,356110,1156.2,0.0,0.09969620660341649,280065,502,719935,898
7,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,280065,202,719935,798
7,A_Baseline,3,2,売り手,propose,267,373800,1400.0,0.0,,280065,202,719935,798
7,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,280065,202,719935,798
7,A_Baseline,3,4,売り手,propose,333,333000,1000.0,0.0,,280065,202,719935,798
7,A_Baseline,3,5,買い手,propose,366,274500,750.0,0.0,,280065,202,719935,798
7,A_Baseline,3,6,売り手,accept,366,274500,750.0,0.0,0.424579039886699,5565,568,994435,432
7,A_Baseline,4,1,買い手,propose,400,200000,500.0,0.0,,5565,268,994435,332
7,A_Baseline,4,2,売り手,propose,200,360000,1800.0,0.0,,5565,268,994435,332
7,A_Baseline,4,3,買い手,propose,300,345000,1150.0,0.0,,5565,268,994435,332
7,A_Baseline,4,4,売り手,propose,200,360000,1800.0,0.0,,5565,268,994435,332
8,A_Baseline,1,1,買い手,propose,375,281250,750.0,0.0,,1000000,200,0,1600
8,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
8,A_Baseline,1,3,買い手,propose,321,345075,1075.0,0.0,,1000000,200,0,1600
8,A_Baseline,1,4,売り手,propose,294,363825,1237.5,0.0,,1000000,200,0,1600
8,A_Baseline,1,5,買い手,propose,308,356110,1156.2,0.0,,1000000,200,0,1600
8,A_Baseline,1,6,売り手,accept,308,356110,1156.2,0.0,0.09969620660341649,643890,508,356110,1292
8,A_Baseline,2,1,買い手,propose,400,200000,500.0,0.0,,643890,208,356110,1192
8,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,643890,208,356110,1192
8,A_Baseline,2,3,買い手,propose,334,317300,950.0,0.0,,643890,208,356110,1192
8,A_Baseline,2,4,売り手,propose,300,352500,1175.0,0.0,,643890,208,356110,1192
8,A_Baseline,2,5,買い手,propose,317,336812,1062.5,0.0,,643890,208,356110,1192
8,A_Baseline,2,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,307078,525,692922,875
8,A_Baseline,3,1,買い手,propose,375,281250,750.0,0.0,,307078,225,692922,775
8,A_Baseline,3,2,売り手,propose,200,360000,1800.0,0.0,,307078,225,692922,775
8,A_Baseline,3,3,買い手,propose,375,281250,750.0,0.0,,307078,225,692922,775
8,A_Baseline,3,4,売り手,propose,333,333000,1000.0,0.0,,307078,225,692922,775
8,A_Baseline,3,5,買い手,propose,375,281250,750.0,0.0,,307078,225,692922,775
8,A_Baseline,3,6,売り手,accept,375,281250,750.0,0.0,0.4601479230759508,25828,600,974172,400
8,A_Baseline,4,1,買い手,propose,400,200000,500.0,0.0,,25828,300,974172,300
8,A_Baseline,4,2,売り手,propose,200,360000,1800.0,0.0,,25828,300,974172,300
8,A_Baseline,4,3,買い手,propose,400,200000,500.0,0.0,,25828,300,974172,300
8,A_Baseline,4,4,売り手,propose,300,345000,1150.0,0.0,,25828,300,974172,300
8,A_Baseline,4,5,買い手,propose,400,200000,500.0,0.0,,25828,300,974172,300
8,A_Baseline,4,6,売り手,propose,300,345000,1150.0,0.0,,25828,300,974172,300
8,A_Baseline,5,1,買い手,propose,400,200000,500.0,0.0,,25828,0,974172,200
8,A_Baseline,5,2,売り手,propose,200,360000,1800.0,0.0,,25828,0,974172,200
8,A_Baseline,5,3,買い手,propose,325,406250,1250.0,0.0,,25828,0,974172,200
8,A_Baseline,5,4,売り手,propose,200,384000,1920.0,0.0,,25828,0,974172,200
8,A_Baseline,5,5,買い手,propose,325,406250,1250.0,0.0,,25828,0,974172,200
8,A_Baseline,5,6,売り手,propose,200,384000,1920.0,0.0,,25828,0,974172,200
9,A_Baseline,1,1,買い手,propose,400,200000,500.0,0.0,,1000000,200,0,1600
9,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
9,A_Baseline,1,3,買い手,propose,334,317300,950.0,0.0,,1000000,200,0,1600
9,A_Baseline,1,4,売り手,propose,300,352500,1175.0,0.0,,1000000,200,0,1600
9,A_Baseline,1,5,買い手,propose,317,336812,1062.5,0.0,,1000000,200,0,1600
9,A_Baseline,1,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,663188,517,336812,1283
9,A_Baseline,2,1,買い手,propose,400,200000,500.0,0.0,,663188,217,336812,1183
9,A_Baseline,2,2,売り手,propose,200,360000,1800.0,0.0,,663188,217,336812,1183
9,A_Baseline,2,3,買い手,accept,200,360000,1800.0,0.0,0.7071067811865476,303188,417,696812,983
9,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,303188,117,696812,883
9,A_Baseline,3,2,売り手,propose,267,373800,1400.0,0.0,,303188,117,696812,883
9,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,303188,117,696812,883
9,A_Baseline,3,4,売り手,propose,333,333000,1000.0,0.0,,303188,117,696812,883
9,A_Baseline,3,5,買い手,propose,366,274500,750.0,0.0,,303188,117,696812,883
9,A_Baseline,3,6,売り手,accept,366,274500,750.0,0.0,0.424579039886699,28688,483,971312,517
